ts,side,entry,price,uPnL,resid_z,VWAP_s,VWAP_m
2025-10-02 13:35:00,-,-,1.8229,0.0,-0.372,1.8227,1.8206
2025-10-02 13:36:00,-,-,1.8272,0.0,0.777,1.8251,1.8206
2025-10-02 13:37:00,-,-,1.83,0.0,0.724,1.8277,1.8211
2025-10-02 13:38:00,-,-,1.8251,0.0,0.237,1.8267,1.8209
2025-10-02 13:39:00,-,-,1.8109,0.0,1.682,1.8226,1.8198
2025-10-02 13:40:00,-,-,1.8067,0.0,0.547,1.8188,1.8189
2025-10-02 13:41:00,-,-,1.8118,0.0,-0.033,1.8172,1.819
2025-10-02 13:42:00,-,-,1.8078,0.0,1.233,1.8147,1.8188
2025-10-02 13:43:00,-,-,1.8139,0.0,1.233,1.8139,1.8196
2025-10-02 13:44:00,-,-,1.8244,0.0,1.402,1.8141,1.8206
2025-10-02 13:45:00,-,-,1.8287,0.0,0.937,1.8168,1.8212
2025-10-02 13:46:00,-,-,1.8317,0.0,1.549,1.8203,1.8213
2025-10-02 13:47:00,-,-,1.8233,0.0,0.2,1.8222,1.8206
2025-10-02 13:48:00,-,-,1.8196,0.0,0.456,1.8235,1.8202
2025-10-02 13:49:00,-,-,1.8179,0.0,-0.586,1.824,1.8197
2025-10-02 13:50:00,-,-,1.8169,0.0,-0.886,1.8232,1.8187
2025-10-02 13:51:00,-,-,1.8147,0.0,0.159,1.8207,1.8176
2025-10-02 13:52:00,-,-,1.8,0.0,0.369,1.8148,1.8159
2025-10-02 13:53:00,-,-,1.8013,0.0,0.824,1.811,1.8154
2025-10-02 13:54:00,-,-,1.8066,0.0,0.456,1.8094,1.8157
2025-10-02 13:55:00,-,-,1.8076,0.0,0.651,1.8069,1.8151
2025-10-02 13:56:00,-,-,1.8007,0.0,0.254,1.8043,1.814
2025-10-02 13:57:00,-,-,1.7913,0.0,0.421,1.7998,1.8114
2025-10-02 13:58:00,-,-,1.7852,0.0,0.963,1.7959,1.8078
2025-10-02 13:59:00,-,-,1.7849,0.0,0.111,1.7934,1.8043
2025-10-02 14:00:00,-,-,1.7925,0.0,-0.332,1.792,1.8018
2025-10-02 14:01:00,-,-,1.7855,0.0,0.57,1.789,1.7991
2025-10-02 14:02:00,-,-,1.7884,0.0,0.435,1.7868,1.7967
2025-10-02 14:03:00,-,-,1.7902,0.0,0.106,1.7863,1.7949
2025-10-02 14:04:00,-,-,1.7948,0.0,0.359,1.7877,1.7934
2025-10-02 14:05:00,-,-,1.7989,0.0,-0.423,1.7895,1.7927
2025-10-02 14:06:00,-,-,1.7843,0.0,-0.167,1.7882,1.7911
2025-10-02 14:07:00,-,-,1.7874,0.0,0.223,1.7884,1.7901
2025-10-02 14:08:00,-,-,1.7872,0.0,0.372,1.7888,1.7889
2025-10-02 14:09:00,-,-,1.789,0.0,0.594,1.7886,1.7878
2025-10-02 14:10:00,-,-,1.7848,0.0,0.1,1.7871,1.7868
2025-10-02 14:11:00,-,-,1.7591,0.0,-0.188,1.7799,1.7839
2025-10-02 14:12:00,-,-,1.7698,0.0,-0.792,1.7779,1.7833
2025-10-02 14:13:00,-,-,1.7762,0.0,-0.836,1.7769,1.7827
2025-10-02 14:14:00,-,-,1.7734,0.0,0.169,1.7748,1.7816
2025-10-02 14:15:00,-,-,1.7771,0.0,0.044,1.7737,1.7811
2025-10-02 14:16:00,-,-,1.7759,0.0,0.064,1.7718,1.78
2025-10-02 14:17:00,-,-,1.7771,0.0,0.467,1.7727,1.7789
2025-10-02 14:18:00,-,-,1.7673,0.0,0.314,1.772,1.7762
2025-10-02 14:19:00,-,-,1.7695,0.0,0.269,1.7714,1.7748
2025-10-02 14:20:00,-,-,1.7693,0.0,-0.186,1.7715,1.7741
2025-10-02 14:21:00,-,-,1.7757,0.0,-0.031,1.7716,1.7733
2025-10-02 14:22:00,-,-,1.7788,0.0,0.393,1.7717,1.7726
2025-10-02 14:23:00,-,-,1.7881,0.0,0.257,1.7739,1.773
2025-10-02 14:24:00,-,-,1.7919,0.0,-0.108,1.7775,1.7747
2025-10-02 14:25:00,-,-,1.7963,0.0,-0.368,1.782,1.7772
2025-10-02 14:26:00,-,-,1.7906,0.0,0.383,1.7847,1.7782
2025-10-02 14:27:00,-,-,1.7971,0.0,-0.35,1.7886,1.7802
2025-10-02 14:28:00,-,-,1.7986,0.0,-0.607,1.7921,1.7818
2025-10-02 14:29:00,-,-,1.7975,0.0,0.123,1.7946,1.7834
2025-10-02 14:30:00,-,-,1.8041,0.0,-0.206,1.7974,1.7858
2025-10-02 14:31:00,-,-,1.8023,0.0,-0.526,1.7984,1.7881
2025-10-02 14:32:00,-,-,1.7959,0.0,-0.193,1.7981,1.7898
2025-10-02 14:33:00,-,-,1.7902,0.0,0.195,1.7972,1.7911
2025-10-02 14:34:00,-,-,1.7951,0.0,-0.146,1.797,1.7928
2025-10-02 14:35:00,-,-,1.7991,0.0,-0.19,1.7975,1.7947
2025-10-02 14:36:00,-,-,1.7952,0.0,-0.325,1.7963,1.7956
2025-10-02 14:37:00,-,-,1.7942,0.0,-0.571,1.7947,1.7959
2025-10-02 14:38:00,-,-,1.7909,0.0,0.754,1.7937,1.7958
2025-10-02 14:39:00,-,-,1.7887,0.0,0.235,1.7929,1.7953
2025-10-02 14:40:00,-,-,1.7798,0.0,0.682,1.7906,1.7941
2025-10-02 14:41:00,-,-,1.78,0.0,0.289,1.7878,1.7925
2025-10-02 14:42:00,-,-,1.7755,0.0,-0.001,1.7843,1.7908
2025-10-02 14:43:00,-,-,1.7714,0.0,-0.06,1.7806,1.7884
2025-10-02 14:44:00,-,-,1.7676,0.0,1.122,1.7772,1.7858
2025-10-02 14:45:00,-,-,1.7746,0.0,0.793,1.7761,1.7847
2025-10-02 14:46:00,-,-,1.7771,0.0,0.724,1.7746,1.7834
2025-10-02 14:47:00,-,-,1.7706,0.0,-1.394,1.7728,1.7816
2025-10-02 14:48:00,-,-,1.7668,0.0,0.184,1.7711,1.7794
2025-10-02 14:49:00,-,-,1.7611,0.0,0.423,1.7688,1.7764
2025-10-02 14:50:00,-,-,1.7392,0.0,-1.524,1.7623,1.7714
2025-10-02 14:51:00,-,-,1.7518,0.0,-0.911,1.76,1.7689
2025-10-02 14:52:00,-,-,1.7478,0.0,-0.067,1.7555,1.7657
2025-10-02 14:53:00,-,-,1.7428,0.0,0.398,1.7504,1.7623
2025-10-02 14:54:00,-,-,1.73215,0.0,0.685,1.7441,1.7583
2025-10-02 14:55:00,-,-,1.7327,0.0,0.51,1.7398,1.7552
2025-10-02 14:56:00,-,-,1.7278,0.0,0.381,1.7361,1.7515
2025-10-02 14:57:00,-,-,1.7348,0.0,0.84,1.7342,1.7487
2025-10-02 14:58:00,-,-,1.7168,0.0,1.259,1.73,1.7449
2025-10-02 14:59:00,-,-,1.7276,0.0,-0.055,1.7277,1.7414
2025-10-02 15:00:00,-,-,1.7299,0.0,0.774,1.7271,1.7384
2025-10-02 15:01:00,-,-,1.729,0.0,0.663,1.7264,1.7353
2025-10-02 15:02:00,-,-,1.7311,0.0,-0.474,1.7269,1.7331
2025-10-02 15:03:00,-,-,1.7267,0.0,-0.155,1.7263,1.7314
2025-10-02 15:04:00,-,-,1.7231,0.0,-0.732,1.7259,1.7297
2025-10-02 15:05:00,-,-,1.7213,0.0,-0.325,1.7249,1.7276
2025-10-02 15:06:00,-,-,1.7323,0.0,-0.319,1.7267,1.7273
2025-10-02 15:07:00,-,-,1.7362,0.0,-0.431,1.7275,1.7272
2025-10-02 15:08:00,-,-,1.7425,0.0,-0.551,1.7299,1.7282
2025-10-02 15:09:00,-,-,1.7464,0.0,0.164,1.733,1.7297
2025-10-02 15:10:00,-,-,1.773,0.0,-0.532,1.7411,1.7336
2025-10-02 15:11:00,-,-,1.7629,0.0,-0.76,1.7469,1.7362
2025-10-02 15:12:00,-,-,1.7682,0.0,-0.66,1.7532,1.7395
2025-10-02 15:13:00,-,-,1.7723,0.0,-0.524,1.7592,1.7429
2025-10-02 15:14:00,-,-,1.7654,0.0,-0.491,1.7622,1.7451
2025-10-02 15:15:00,-,-,1.7578,0.0,0.059,1.7639,1.7471
2025-10-02 15:16:00,-,-,1.765,0.0,0.497,1.7654,1.7501
2025-10-02 15:17:00,-,-,1.7583,0.0,-0.104,1.764,1.7524
2025-10-02 15:18:00,-,-,1.7642,0.0,-0.381,1.7643,1.7558
2025-10-02 15:19:00,-,-,1.7677,0.0,-0.192,1.7641,1.7588
2025-10-02 15:20:00,-,-,1.7615,0.0,-0.727,1.7628,1.7607
2025-10-02 15:21:00,-,-,1.7598,0.0,-0.591,1.7621,1.762
2025-10-02 15:22:00,-,-,1.7662,0.0,-0.023,1.7643,1.7644
2025-10-02 15:23:00,-,-,1.7768,0.0,-1.269,1.7667,1.7658
2025-10-02 15:24:00,-,-,1.7714,0.0,-0.42,1.7677,1.766
2025-10-02 15:25:00,-,-,1.7747,0.0,0.035,1.7691,1.7667
2025-10-02 15:26:00,-,-,1.7681,0.0,-0.07,1.7691,1.7664
2025-10-02 15:27:00,-,-,1.7647,0.0,0.203,1.7693,1.7659
2025-10-02 15:28:00,-,-,1.7686,0.0,0.359,1.7702,1.7666
2025-10-02 15:29:00,-,-,1.7678,0.0,0.261,1.7691,1.7669
2025-10-02 15:30:00,-,-,1.7546,0.0,-0.092,1.7654,1.7659
2025-10-02 15:31:00,-,-,1.7549,0.0,0.337,1.762,1.765
2025-10-02 15:32:00,-,-,1.7539,0.0,0.706,1.7596,1.7641
2025-10-02 15:33:00,-,-,1.7562,0.0,0.4,1.7588,1.7638
2025-10-02 15:34:00,-,-,1.7608,0.0,-0.204,1.7584,1.764
2025-10-02 15:35:00,-,-,1.7543,0.0,0.335,1.7567,1.7634
2025-10-02 15:36:00,-,-,1.7611,0.0,0.16,1.7569,1.7626
2025-10-02 15:37:00,-,-,1.7556,0.0,-0.294,1.7569,1.761
2025-10-02 15:38:00,-,-,1.7507,0.0,0.166,1.7565,1.7593
2025-10-02 15:39:00,-,-,1.75145,0.0,0.774,1.756,1.758
2025-10-02 15:40:00,-,-,1.7558,0.0,0.206,1.7556,1.7573
2025-10-02 15:41:00,-,-,1.7598,0.0,0.101,1.756,1.757
2025-10-02 15:42:00,-,-,1.7693,0.0,0.359,1.7583,1.7576
2025-10-02 15:43:00,-,-,1.7701,0.0,0.069,1.7596,1.7581
2025-10-02 15:44:00,-,-,1.7802,0.0,0.987,1.7643,1.7604
2025-10-02 15:45:00,-,-,1.7782,0.0,-0.632,1.7688,1.7626
2025-10-02 15:46:00,-,-,1.7797,0.0,-0.003,1.7728,1.7645
2025-10-02 15:47:00,-,-,1.7802,0.0,-0.332,1.7758,1.7658
2025-10-02 15:48:00,-,-,1.7815,0.0,-0.34,1.7783,1.7675
2025-10-02 15:49:00,-,-,1.78,0.0,-1.02,1.7796,1.7689
2025-10-02 15:50:00,-,-,1.7873,0.0,-0.569,1.7817,1.7711
2025-10-02 15:51:00,-,-,1.7844,0.0,-0.88,1.782,1.7732
2025-10-02 15:52:00,-,-,1.7866,0.0,0.111,1.783,1.7759
2025-10-02 15:53:00,-,-,1.7887,0.0,-0.473,1.784,1.7783
2025-10-02 15:54:00,-,-,1.7922,0.0,-0.11,1.7856,1.7808
2025-10-02 15:55:00,-,-,1.7915,0.0,-0.209,1.7864,1.7823
2025-10-02 15:56:00,-,-,1.7903,0.0,-0.122,1.7879,1.784
2025-10-02 15:57:00,-,-,1.7867,0.0,0.742,1.787,1.7843
2025-10-02 15:58:00,-,-,1.7878,0.0,-0.449,1.7874,1.7848
2025-10-02 15:59:00,-,-,1.7831,0.0,-0.124,1.7862,1.7846
2025-10-02 16:00:00,-,-,1.7777,0.0,0.119,1.7844,1.7843
2025-10-02 16:01:00,-,-,1.7794,0.0,-0.314,1.783,1.7842
2025-10-02 16:02:00,-,-,1.786,0.0,0.12,1.7828,1.7848
2025-10-02 16:03:00,-,-,1.792,0.0,0.167,1.784,1.7856
2025-10-02 16:04:00,-,-,1.7848,0.0,1.016,1.783,1.7851
2025-10-02 16:05:00,-,-,1.7808,0.0,-0.226,1.7827,1.7849
2025-10-02 16:06:00,-,-,1.7877,0.0,0.161,1.7841,1.7851
2025-10-02 16:07:00,-,-,1.7827,0.0,-0.481,1.7844,1.7844
2025-10-02 16:08:00,-,-,1.7855,0.0,0.89,1.7848,1.7841
2025-10-02 16:09:00,-,-,1.7888,0.0,0.261,1.7848,1.7841
2025-10-02 16:10:00,-,-,1.79,0.0,-0.59,1.7857,1.7845
2025-10-02 16:11:00,-,-,1.7933,0.0,-0.33,1.7887,1.7858
2025-10-02 16:12:00,-,-,1.7958,0.0,-0.122,1.7885,1.7858
2025-10-02 16:13:00,-,-,1.7943,0.0,-0.12,1.7902,1.787
2025-10-02 16:14:00,-,-,1.7891,0.0,-0.038,1.7904,1.7874
2025-10-02 16:15:00,-,-,1.7928,0.0,-0.148,1.7913,1.7881
2025-10-02 16:16:00,-,-,1.8056,0.0,-0.41,1.7947,1.7899
2025-10-02 16:17:00,-,-,1.8021,0.0,-0.445,1.7951,1.7907
2025-10-02 16:18:00,-,-,1.8068,0.0,-0.296,1.7975,1.7927
2025-10-02 16:19:00,-,-,1.804,0.0,-0.268,1.7985,1.7938
2025-10-02 16:20:00,-,-,1.7951,0.0,0.091,1.7986,1.7942
2025-10-02 16:21:00,-,-,1.7965,0.0,-0.212,1.7998,1.7952
2025-10-02 16:22:00,-,-,1.7935,0.0,-0.318,1.799,1.7957
2025-10-02 16:23:00,-,-,1.7952,0.0,-0.19,1.7979,1.7961
2025-10-02 16:24:00,-,-,1.8062,0.0,-0.359,1.7991,1.7974
2025-10-02 16:25:00,-,-,1.802,0.0,-0.394,1.7984,1.7977
2025-10-02 16:26:00,-,-,1.7994,0.0,-0.121,1.7983,1.7981
2025-10-02 16:27:00,-,-,1.8021,0.0,0.028,1.7993,1.799
2025-10-02 16:28:00,-,-,1.80175,0.0,-0.426,1.8,1.7998
2025-10-02 16:29:00,-,-,1.8054,0.0,-0.506,1.8015,1.8003
2025-10-02 16:30:00,-,-,1.7982,0.0,-0.025,1.8005,1.7996
2025-10-02 16:31:00,-,-,1.7983,0.0,0.229,1.7996,1.7992
2025-10-02 16:32:00,-,-,1.8001,0.0,-0.355,1.7998,1.7989
2025-10-02 16:33:00,-,-,1.7974,0.0,0.728,1.7989,1.7987
2025-10-02 16:34:00,-,-,1.7976,0.0,0.7,1.7985,1.7989
2025-10-02 16:35:00,-,-,1.7974,0.0,0.096,1.7976,1.7989
2025-10-02 16:36:00,-,-,1.7981,0.0,1.1,1.7973,1.7991
2025-10-02 16:37:00,-,-,1.8005,0.0,-0.195,1.7989,1.7998
2025-10-02 16:38:00,-,-,1.8098,0.0,0.16,1.8001,1.7999
2025-10-02 16:39:00,-,-,1.8058,0.0,-1.816,1.8004,1.8
2025-10-02 16:40:00,-,-,1.7917,0.0,0.341,1.7989,1.7989
2025-10-02 16:41:00,-,-,1.7911,0.0,-0.007,1.7974,1.7979
2025-10-02 16:42:00,-,-,1.7817,0.0,0.79,1.7945,1.796
2025-10-02 16:43:00,-,-,1.7863,0.0,0.29,1.7926,1.7952
2025-10-02 16:44:00,-,-,1.7886,0.0,0.137,1.7904,1.7946
2025-10-02 16:45:00,-,-,1.7882,0.0,0.2,1.7877,1.7938
2025-10-02 16:46:00,-,-,1.7869,0.0,0.621,1.7865,1.7931
2025-10-02 16:47:00,-,-,1.7875,0.0,0.891,1.786,1.7922
2025-10-02 16:48:00,-,-,1.7805,0.0,0.739,1.7846,1.7907
2025-10-02 16:49:00,-,-,1.7796,0.0,0.71,1.7839,1.7893
2025-10-02 16:50:00,-,-,1.7834,0.0,0.823,1.7833,1.788
2025-10-02 16:51:00,-,-,1.788,0.0,0.014,1.7834,1.7868
2025-10-02 16:52:00,-,-,1.7914,0.0,0.495,1.7839,1.7858
2025-10-02 16:53:00,-,-,1.8074,0.0,-0.001,1.7878,1.787
2025-10-02 16:54:00,-,-,1.8094,0.0,-0.406,1.7912,1.7883
2025-10-02 16:55:00,-,-,1.8125,0.0,0.099,1.796,1.7903
2025-10-02 16:56:00,-,-,1.8186,0.0,-0.855,1.8016,1.7928
2025-10-02 16:57:00,-,-,1.827,0.0,-2.207,1.8077,1.7956
2025-10-02 16:58:00,-,-,1.8259,0.0,-0.944,1.8133,1.7984
2025-10-02 16:59:00,-,-,1.8306,0.0,-1.031,1.8183,1.8016
2025-10-02 17:00:00,-,-,1.8206,0.0,-1.524,1.8191,1.8035
2025-10-02 17:01:00,-,-,1.8182,0.0,-0.029,1.8206,1.806
2025-10-02 17:02:00,-,-,1.8168,0.0,-0.487,1.8202,1.8083
2025-10-02 17:03:00,-,-,1.8137,0.0,-0.165,1.8189,1.8106
2025-10-02 17:04:00,-,-,1.8163,0.0,0.213,1.8175,1.8127
2025-10-02 17:05:00,-,-,1.8203,0.0,-0.116,1.8167,1.8152
2025-10-02 17:06:00,-,-,1.8252,0.0,0.546,1.8171,1.8173
2025-10-02 17:07:00,-,-,1.8348,0.0,-0.257,1.8195,1.8194
2025-10-02 17:08:00,-,-,1.8409,0.0,-0.899,1.8228,1.8216
2025-10-02 17:09:00,-,-,1.8327,0.0,-0.379,1.8249,1.8225
2025-10-02 17:10:00,-,-,1.8336,0.0,0.146,1.8283,1.8236
2025-10-02 17:11:00,-,-,1.8355,0.0,-0.723,1.8306,1.8242
2025-10-02 17:12:00,-,-,1.8394,0.0,-0.9,1.833,1.825
2025-10-02 17:13:00,-,-,1.8408,0.0,-1.093,1.8349,1.8263
2025-10-02 17:14:00,-,-,1.8479,0.0,-0.742,1.8373,1.8286
2025-10-02 17:15:00,-,-,1.8486,0.0,-0.412,1.8388,1.8306
2025-10-02 17:16:00,-,-,1.8467,0.0,-0.698,1.8407,1.833
2025-10-02 17:17:00,-,-,1.8456,0.0,0.185,1.8422,1.8352
2025-10-02 17:18:00,-,-,1.8476,0.0,-1.399,1.8438,1.8373
2025-10-02 17:19:00,-,-,1.8458,0.0,-1.366,1.8446,1.839
2025-10-02 17:20:00,-,-,1.8443,0.0,-0.611,1.8441,1.8398
2025-10-02 17:21:00,-,-,1.8386,0.0,-0.201,1.8425,1.8397
2025-10-02 17:22:00,-,-,1.8426,0.0,-0.551,1.8423,1.8405
2025-10-02 17:23:00,-,-,1.8434,0.0,-0.49,1.8427,1.8417
2025-10-02 17:24:00,-,-,1.8425,0.0,-0.843,1.8418,1.8421
2025-10-02 17:25:00,-,-,1.84775,0.0,-1.268,1.8443,1.8441
2025-10-02 17:26:00,-,-,1.8536,0.0,-0.335,1.8454,1.8449
2025-10-02 17:27:00,-,-,1.8563,0.0,-1.14,1.848,1.8459
2025-10-02 17:28:00,-,-,1.84675,0.0,0.037,1.8484,1.8456
2025-10-02 17:29:00,-,-,1.847,0.0,-0.438,1.8489,1.8457
2025-10-02 17:30:00,-,-,1.8467,0.0,0.459,1.8493,1.8458
2025-10-02 17:31:00,-,-,1.8484,0.0,0.411,1.8493,1.8461
2025-10-02 17:32:00,-,-,1.8409,0.0,-0.238,1.8468,1.8454
2025-10-02 17:33:00,-,-,1.846,0.0,0.146,1.8461,1.8459
2025-10-02 17:34:00,-,-,1.8485,0.0,0.107,1.846,1.8467
2025-10-02 17:35:00,-,-,1.8424,0.0,0.048,1.8443,1.8465
2025-10-02 17:36:00,-,-,1.8314,0.0,0.804,1.8412,1.8451
2025-10-02 17:37:00,-,-,1.84,0.0,0.06,1.8404,1.8449
2025-10-02 17:38:00,-,-,1.8406,0.0,0.046,1.8407,1.8447
2025-10-02 17:39:00,-,-,1.8407,0.0,-0.084,1.8399,1.8435
2025-10-02 17:40:00,-,-,1.8466,0.0,0.011,1.84,1.8431
2025-10-02 17:41:00,-,-,1.8488,0.0,-0.314,1.8407,1.843
2025-10-02 17:42:00,-,-,1.8459,0.0,0.016,1.8422,1.8429
2025-10-02 17:43:00,-,-,1.8458,0.0,-0.028,1.8436,1.8427
2025-10-02 17:44:00,-,-,1.8403,0.0,-0.233,1.8428,1.8418
2025-10-02 17:45:00,-,-,1.8377,0.0,-0.248,1.8421,1.8413
2025-10-02 17:46:00,-,-,1.8328,0.0,0.389,1.8405,1.8404
2025-10-02 17:47:00,-,-,1.8345,0.0,0.754,1.8387,1.8395
2025-10-02 17:48:00,-,-,1.8363,0.0,0.563,1.8373,1.839
2025-10-02 17:49:00,-,-,1.842,0.0,0.821,1.8368,1.8395
2025-10-02 17:50:00,-,-,1.8465,0.0,0.46,1.8379,1.8405
2025-10-02 17:51:00,-,-,1.8433,0.0,0.511,1.8378,1.8403
2025-10-02 17:52:00,-,-,1.845,0.0,0.484,1.8393,1.8405
2025-10-02 17:53:00,-,-,1.8373,0.0,0.097,1.8392,1.8399
2025-10-02 17:54:00,-,-,1.8434,0.0,-0.072,1.8406,1.8397
2025-10-02 17:55:00,-,-,1.84425,0.0,-0.279,1.8414,1.8395
2025-10-02 17:56:00,-,-,1.8398,0.0,-0.424,1.8405,1.8388
2025-10-02 17:57:00,-,-,1.8365,0.0,-0.003,1.8393,1.8384
2025-10-02 17:58:00,-,-,1.8382,0.0,0.135,1.839,1.8385
2025-10-02 17:59:00,-,-,1.837,0.0,0.087,1.8386,1.8387
2025-10-02 18:00:00,-,-,1.8413,0.0,0.356,1.8389,1.8393
2025-10-02 18:01:00,-,-,1.8456,0.0,0.552,1.8393,1.8401
2025-10-02 18:02:00,-,-,1.8534,0.0,0.115,1.8418,1.8415
2025-10-02 18:03:00,-,-,1.8675,0.0,-0.508,1.8467,1.8436
2025-10-02 18:04:00,-,-,1.8708,0.0,-0.83,1.852,1.8458
2025-10-02 18:05:00,-,-,1.8693,0.0,-0.716,1.8564,1.8477
2025-10-02 18:06:00,-,-,1.8618,0.0,0.112,1.8591,1.8489
2025-10-02 18:07:00,-,-,1.8614,0.0,-0.636,1.8616,1.8504
2025-10-02 18:08:00,-,-,1.8595,0.0,-0.112,1.8627,1.8514
2025-10-02 18:09:00,-,-,1.8618,0.0,-0.188,1.8629,1.8528
